,4146_MBUS Bmeters,4147_MBUS Bmeters,4150_MBUS Bmeters,4153_MBUS Bmeters,4155_MBUS Bmeters,4156_MBUS Bmeters,4157_MBUS Bmeters,4158_MBUS Bmeters,4159_MBUS Bmeters
2019-01-20 02:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 02:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 02:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 02:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 02:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 02:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 03:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 04:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 05:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 06:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 07:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 08:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 09:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 10:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 11:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 12:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 13:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 14:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 15:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 16:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 17:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 18:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 19:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 20:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:07:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:14:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:21:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:28:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:36:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:43:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:50:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 21:57:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:04:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:12:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:19:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:26:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:33:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:40:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:48:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 22:55:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:02:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:09:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:16:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:24:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:31:12,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:38:24,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:45:36,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-20 23:52:48,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-21 00:00:00,0.709,0.269,0.201,0.194,0.093,0.943,0.093,2.104,0.123
2019-01-21 00:07:12,,,,,,,,,
