,4146_MBUS Bmeters,4147_MBUS Bmeters,4150_MBUS Bmeters,4153_MBUS Bmeters,4155_MBUS Bmeters,4156_MBUS Bmeters,4157_MBUS Bmeters,4158_MBUS Bmeters,4159_MBUS Bmeters
2019-01-31 02:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 02:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 02:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 02:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 02:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 02:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:07:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:14:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:21:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:28:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:36:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:43:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:50:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 03:57:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:04:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:12:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:19:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:26:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:33:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:40:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:48:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 04:55:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:02:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:09:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 05:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:07:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:14:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:21:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:28:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 06:36:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 06:43:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 06:50:24,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 06:57:36,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:04:48,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:12:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:19:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:26:24,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:33:36,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:40:48,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:48:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 07:55:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:02:24,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:09:36,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:16:48,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:24:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:31:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:38:24,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:45:36,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 08:52:48,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:00:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:07:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:14:24,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:21:36,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:28:48,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:36:00,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:43:12,0.826,0.345,0.251,0.296,0.175,1.073,0.24,2.576,0.185
2019-01-31 09:50:24,0.835,0.345,0.251,0.296,0.175,1.073,0.24,2.58,0.185
2019-01-31 09:57:36,0.835,0.345,0.251,0.296,0.175,1.073,0.24,2.58,0.185
2019-01-31 10:04:48,0.838,0.345,0.251,0.296,0.175,1.073,0.24,2.582,0.185
2019-01-31 10:12:00,0.838,0.345,0.251,0.296,0.175,1.073,0.24,2.582,0.185
2019-01-31 10:19:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.585,0.185
2019-01-31 10:26:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.585,0.185
2019-01-31 10:33:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 10:40:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 10:48:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 10:55:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:02:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:09:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:16:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:24:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:31:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:38:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:45:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 11:52:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:00:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:07:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:14:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:21:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:28:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:36:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:43:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.587,0.185
2019-01-31 12:50:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.589,0.185
2019-01-31 12:57:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.589,0.185
2019-01-31 13:04:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.593,0.185
2019-01-31 13:12:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.593,0.185
2019-01-31 13:19:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.595,0.185
2019-01-31 13:26:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.595,0.185
2019-01-31 13:33:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.595,0.185
2019-01-31 13:40:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.595,0.185
2019-01-31 13:48:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.6,0.185
2019-01-31 13:55:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.6,0.185
2019-01-31 14:02:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:09:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:16:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:24:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:31:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:38:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:45:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 14:52:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:00:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:07:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:14:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:21:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:28:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:36:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:43:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:50:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 15:57:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:04:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:12:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:19:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:26:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:33:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:40:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:48:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 16:55:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:02:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:09:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:16:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:24:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:31:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:38:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:45:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 17:52:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:00:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:07:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:14:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:21:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:28:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:36:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:43:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:50:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 18:57:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:04:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:12:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:19:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:26:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:33:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:40:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:48:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 19:55:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:02:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:09:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:16:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:24:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:31:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:38:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:45:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 20:52:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:00:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:07:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:14:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:21:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:28:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:36:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:43:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:50:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 21:57:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:04:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:12:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:19:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:26:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:33:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:40:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:48:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 22:55:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:02:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:09:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:16:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:24:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:31:12,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:38:24,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:45:36,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-01-31 23:52:48,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-02-01 00:00:00,0.839,0.345,0.251,0.296,0.175,1.073,0.24,2.61,0.185
2019-02-01 00:07:12,,,,,,,,,
