,305_APAR_411.11,309_APAR_412.12,313_APAR_413.13,317_APAR_414.14,321_APAR_415.15,325_APAR_416.16,329_APAR_417.17,333_APAR_418.18,337_APAR_419.19,341_APAR_420.20,345_APAR_421.21,349_APAR_422.22,353_APAR_423.23,357_APAR_424.24,361_APAR_425.25,681_FIF_402.2,683_FIF_403.3,685_FIF_404.4,687_FIF_405.5,689_FIF_406.6
,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg,avg
Time,,,,,,,,,,,,,,,,,,,,
2019-01-14 23:45:36,21.2,20.9,19.3,14.5,10.9,20.1,19.7,18.4,13.9,8.3,20.1,19.7,18.6,8.3,-0.5,23.5,28.2,23.9,22.8,24.2
2019-01-14 23:52:48,21.2,20.9,19.3,14.5,10.9,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:00:00,21.2,20.9,19.3,14.5,10.9,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:07:12,21.2,20.9,19.3,14.5,10.8,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:14:24,21.2,20.9,19.3,14.5,10.8,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:21:36,21.2,20.9,19.3,14.4,10.8,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:28:48,21.2,20.9,19.3,14.4,10.8,20.1,19.7,18.4,13.8,8.3,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:36:00,21.2,20.9,19.3,14.4,10.8,20.1,19.7,18.4,13.8,8.2,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:43:12,21.2,20.9,19.3,14.4,10.8,20.1,19.7,18.4,13.8,8.2,20.1,19.7,18.6,8.2,-0.5,23.5,28.0,23.9,22.8,24.2
2019-01-15 00:50:24,21.2,20.9,19.3,14.4,10.8,20.1,19.6,18.3,13.7,8.2,20.0,19.7,18.6,8.1,-0.4,23.5,28.0,23.9,22.8,24.2
