,4146_MBUS Bmeters,4147_MBUS Bmeters,4150_MBUS Bmeters,4153_MBUS Bmeters,4155_MBUS Bmeters,4156_MBUS Bmeters,4157_MBUS Bmeters,4158_MBUS Bmeters,4159_MBUS Bmeters
2019-01-30 02:16:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 02:24:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 02:31:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 02:38:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 02:45:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 02:52:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:00:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:07:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:14:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:21:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:28:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:36:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:43:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:50:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 03:57:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:04:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:12:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:19:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:26:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:33:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:40:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:48:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 04:55:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:02:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:09:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:16:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:24:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:31:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:38:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.52,0.185
2019-01-30 05:45:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.521,0.185
2019-01-30 05:52:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.521,0.185
2019-01-30 06:00:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.521,0.185
2019-01-30 06:07:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.521,0.185
2019-01-30 06:14:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.521,0.185
2019-01-30 06:21:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.523,0.185
2019-01-30 06:28:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.523,0.185
2019-01-30 06:36:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 06:43:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 06:50:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 06:57:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:04:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:12:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:19:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:26:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:33:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:40:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.525,0.185
2019-01-30 07:48:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 07:55:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:02:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:09:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:16:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:24:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:31:12,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:38:24,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:45:36,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 08:52:48,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 09:00:00,0.798,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 09:07:12,0.8,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 09:14:24,0.8,0.336,0.251,0.296,0.175,1.073,0.24,2.53,0.185
2019-01-30 09:21:36,0.809,0.336,0.251,0.296,0.175,1.073,0.24,2.532,0.185
2019-01-30 09:28:48,0.809,0.336,0.251,0.296,0.175,1.073,0.24,2.532,0.185
2019-01-30 09:36:00,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.541,0.185
2019-01-30 09:43:12,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.541,0.185
2019-01-30 09:50:24,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 09:57:36,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:04:48,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:12:00,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:19:12,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:26:24,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:33:36,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:40:48,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:48:00,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 10:55:12,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:02:24,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:09:36,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:16:48,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:24:00,0.82,0.336,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:31:12,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:38:24,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:45:36,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 11:52:48,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:00:00,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:07:12,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:14:24,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:21:36,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:28:48,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:36:00,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:43:12,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:50:24,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 12:57:36,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 13:04:48,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 13:12:00,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 13:19:12,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 13:26:24,0.82,0.345,0.251,0.296,0.175,1.073,0.24,2.553,0.185
2019-01-30 13:33:36,0.823,0.345,0.251,0.296,0.175,1.073,0.24,2.559,0.185
2019-01-30 13:40:48,0.823,0.345,0.251,0.296,0.175,1.073,0.24,2.559,0.185
2019-01-30 13:48:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 13:55:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:02:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:09:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 14:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:07:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:14:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:21:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:28:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:36:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:43:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:50:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 15:57:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:04:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:12:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:19:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:26:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:33:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:40:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:48:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 16:55:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:02:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:09:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 17:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:07:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:14:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:21:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:28:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:36:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:43:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:50:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 18:57:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:04:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:12:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:19:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:26:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:33:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:40:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:48:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 19:55:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:02:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:09:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 20:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:07:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:14:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:21:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:28:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:36:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:43:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:50:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 21:57:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:04:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:12:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:19:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:26:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:33:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:40:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:48:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 22:55:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:02:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:09:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:16:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:24:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:31:12,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:38:24,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:45:36,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-30 23:52:48,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 00:00:00,0.825,0.345,0.251,0.296,0.175,1.073,0.24,2.569,0.185
2019-01-31 00:07:12,,,,,,,,,
